47,157,195,51,117,33,13,21,9,9,9,9,9,9,9,9,11,9,9,11,11,9,11,9,9,9,9,11,13,9,9,9,11,9,9,9,9,9,11,11,9,9,9,9,11,9,9,9,9,9
107,467,29,59,117,173,47,9,13,9,9,9,9,9,9,9,11,11,9,11,9,11,9,9,11,9,9,11,11,11,9,13,9,15,11,9,9,11,9,9,9,11,9,9,11,11,9,9,9,11
219,95,107,31,197,11,51,31,11,9,9,9,9,9,9,9,9,11,9,11,9,9,9,9,11,13,9,11,9,11,9,9,11,9,11,11,13,11,9,11,9,11,11,11,9,9,9,9,9,11
217,121,17,15,27,27,47,11,15,11,11,9,9,9,9,9,9,9,9,9,11,9,11,11,11,11,11,9,9,9,9,9,11,11,9,9,11,9,11,11,9,9,9,9,11,9,11,11,11,9
37,39,119,153,145,153,13,33,33,9,9,17,11,9,9,9,9,11,9,11,13,11,9,11,11,9,11,9,9,9,9,9,9,9,11,9,11,11,11,11,9,9,11,11,9,11,9,11,11,9
41,75,99,45,93,49,51,15,11,9,9,9,9,11,9,9,9,9,9,11,9,9,9,9,9,11,9,11,9,13,9,9,11,11,9,9,9,9,9,11,11,11,9,9,13,9,9,9,9,9
57,21,215,95,95,21,57,19,11,11,9,9,9,9,9,9,9,11,9,13,9,9,11,9,11,11,9,11,9,9,13,11,9,9,9,9,9,9,9,9,9,9,11,11,9,9,9,11,11,11
63,47,635,21,33,11,19,9,17,9,9,9,9,9,9,9,9,9,9,13,9,9,9,11,9,9,11,11,13,11,9,11,9,9,9,9,9,11,9,9,11,11,9,9,9,11,13,9,9,9
349,297,161,29,79,163,9,21,11,9,9,11,9,9,9,9,9,11,11,11,9,11,9,9,9,13,11,9,11,9,11,9,11,9,9,13,9,9,11,9,11,13,9,9,9,9,11,11,9,11
67,141,211,13,93,11,59,9,11,9,9,9,9,9,9,9,13,9,9,9,9,9,9,9,13,9,9,9,11,11,9,9,9,9,9,11,9,11,9,9,9,9,11,11,9,11,9,15,21,11
171,43,59,37,13,19,15,31,15,9,9,9,9,9,9,11,9,9,9,11,13,9,9,9,9,9,13,9,9,11,9,9,11,9,9,11,9,13,11,9,9,9,11,11,11,9,9,11,9,9
63,21,95,27,123,105,45,9,9,9,11,9,9,9,9,9,9,9,11,11,11,9,9,9,11,9,9,9,11,9,9,9,9,9,9,9,11,9,9,13,9,9,9,9,9,11,9,9,9,9
79,107,39,75,11,15,31,9,19,9,9,9,9,9,9,9,9,9,9,11,11,9,11,9,11,11,9,9,11,13,9,9,9,11,9,9,9,11,11,11,9,9,9,9,9,11,9,9,9,11
559,223,121,21,79,55,49,9,11,9,11,9,9,9,11,9,11,9,9,9,11,11,9,9,11,13,9,9,9,9,9,9,9,9,9,13,9,9,9,11,9,9,9,9,9,11,9,9,11,9
97,123,249,147,51,13,15,47,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,15,11,9,9,11,11,11,9,13,11,11,11,11,11,9,9,9,9,19,11,9,9
633,127,51,339,31,151,141,21,13,9,9,9,9,9,9,9,11,9,9,9,9,11,13,9,9,11,11,11,11,9,11,11,9,9,9,9,13,9,11,9,9,11,9,9,11,9,11,9,11,9
249,383,31,131,13,23,49,9,9,9,11,9,9,9,9,9,9,9,9,11,11,13,9,9,15,11,11,9,9,9,11,11,9,11,11,11,11,9,11,9,9,9,11,11,9,9,11,11,11,9
201,465,19,217,149,9,35,47,11,15,9,9,9,9,9,11,9,9,9,9,9,9,9,9,11,9,9,9,9,9,9,11,11,11,9,9,9,11,11,9,9,9,9,9,9,9,9,11,11,11
175,175,57,97,77,59,9,11,9,11,13,9,9,9,9,9,13,11,9,11,11,9,9,11,9,9,9,9,11,9,11,9,9,9,9,9,9,9,9,9,9,11,11,13,11,9,9,11,9,9
593,381,233,73,133,75,9,91,9,11,9,9,9,9,9,9,9,9,9,11,9,9,9,9,11,9,9,9,9,11,13,9,9,9,9,9,9,11,9,9,9,11,13,9,9,9,9,13,9,11
153,243,249,39,39,63,13,21,11,9,9,9,9,9,9,9,11,9,9,9,9,9,11,9,9,9,9,9,9,9,9,9,9,9,11,9,11,11,11,9,9,9,11,9,11,9,9,11,11,9
481,135,147,103,37,13,15,47,11,9,11,9,9,11,9,9,11,9,9,9,9,11,11,15,11,11,15,11,11,9,11,11,9,11,11,11,9,9,11,11,9,11,9,13,9,9,9,9,11,11
1000,135,323,363,157,105,25,39,9,9,11,9,9,9,9,9,9,11,11,11,11,9,9,11,11,9,9,13,13,11,11,9,9,11,15,9,9,11,11,9,9,13,9,9,9,11,9,9,11,9
129,47,161,69,19,11,13,9,21,9,11,9,9,9,9,9,9,9,9,9,9,11,9,9,9,11,9,9,11,11,9,9,11,9,9,9,11,11,11,11,19,9,11,9,11,9,9,9,9,9
137,169,145,121,287,49,35,9,11,9,9,11,9,9,9,9,9,11,9,9,9,9,11,11,9,11,9,11,9,9,11,9,13,9,11,9,11,9,9,11,9,11,9,9,11,9,9,9,9,9
61,217,17,131,9,13,39,15,9,9,9,11,9,9,11,9,9,11,9,11,9,9,9,15,13,11,9,11,11,9,9,9,9,11,13,9,9,9,11,15,9,11,9,9,9,11,9,9,11,9
357,75,135,125,25,27,59,51,11,9,9,9,9,9,9,9,9,9,9,9,11,11,15,11,11,9,9,11,9,11,9,9,11,11,9,9,11,9,11,11,9,11,11,9,9,11,9,11,11,9
87,55,33,93,15,35,33,17,13,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,9,13,11,9,9,9,9,11,11,9,9,11,11,9,11,9,11,9,15,9,9,11,9,11,9,9
51,109,97,45,21,9,11,13,13,11,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,9,9,9,9,9,9,9,11,9,11,9,9,9,9,11,11,9,11,11,9,11,11,11,9
857,53,395,33,95,13,21,9,9,9,9,9,9,9,9,9,11,13,11,9,11,11,9,9,13,11,9,11,9,15,9,9,9,9,9,9,9,9,11,11,9,9,9,11,9,11,11,9,11,9
13,131,185,163,293,17,13,35,29,9,13,9,9,9,9,9,11,9,9,11,11,11,9,9,11,9,11,9,9,9,11,9,9,11,13,9,9,11,9,11,11,9,11,13,9,9,9,9,9,11
165,121,209,389,15,27,33,9,19,11,9,9,9,9,9,9,9,9,11,11,13,9,9,9,9,11,9,9,9,11,9,9,11,13,9,11,11,11,9,11,11,9,11,9,9,11,9,11,11,9
33,113,33,15,243,33,19,41,11,9,11,9,9,11,9,11,9,9,13,9,11,9,9,9,9,13,11,9,9,11,9,9,11,9,9,11,11,9,11,9,9,9,9,9,9,9,9,15,11,9
145,45,251,61,43,9,13,13,11,9,11,9,9,9,11,11,11,9,9,9,9,9,9,11,9,9,11,11,9,9,11,9,9,9,13,13,9,11,9,9,9,13,11,13,9,9,11,11,9,11
149,11,109,85,51,47,35,9,9,9,11,9,9,9,9,11,9,9,9,9,11,9,9,9,11,9,11,9,9,13,11,11,9,9,9,11,9,11,11,9,11,11,11,11,9,9,11,11,11,11
119,679,35,61,21,31,115,11,9,13,9,9,9,9,9,9,13,11,9,11,9,9,9,13,11,9,11,11,9,9,9,9,9,9,11,11,11,9,9,11,11,9,9,9,11,9,9,9,9,11
103,67,99,25,107,19,51,9,19,9,9,11,9,11,9,9,9,9,9,9,11,9,9,9,15,9,13,11,11,9,11,11,11,9,11,9,11,11,13,11,9,11,9,11,9,11,9,9,19,11
111,579,13,85,97,37,15,9,17,9,13,9,9,9,9,9,9,9,11,9,9,9,9,9,13,9,9,9,9,9,9,11,9,9,9,9,9,11,9,9,11,11,11,11,9,9,9,11,11,11
37,271,169,181,219,169,37,39,9,9,11,9,9,9,9,9,11,9,9,9,9,9,11,9,15,11,9,15,9,11,9,11,11,9,11,9,9,9,9,13,9,9,15,11,11,9,11,11,9,11
139,405,179,125,15,21,17,13,13,11,9,9,9,9,9,9,9,9,11,11,11,11,9,9,9,11,15,11,11,9,11,11,11,11,9,9,9,11,13,9,11,9,9,11,9,11,9,11,9,9
123,265,577,635,19,31,63,9,23,9,9,11,9,9,11,9,9,9,9,9,9,9,11,11,11,11,11,11,9,11,9,9,9,9,9,9,9,9,9,11,13,9,9,11,9,9,11,9,9,11
73,159,19,25,71,9,9,39,17,9,9,9,9,9,9,9,9,11,9,11,9,9,13,11,9,11,11,11,9,11,11,11,9,9,11,11,9,9,11,9,13,9,9,11,11,11,11,9,11,9
125,37,33,21,277,95,71,9,9,9,9,9,9,11,9,9,9,9,11,9,9,9,11,9,9,9,9,11,11,9,9,9,9,9,9,11,11,9,9,9,9,11,9,9,9,9,11,11,9,9
