0.0,0.0,0.93,0.79,0.81,0.81,0.84,0.83,0.88,0.86,0.85,0.88,0.87,0.88,0.88
0.0,0.0,0.79,0.79,0.81,0.83,0.83,0.83,0.84,0.84,0.86,0.84,0.83,0.87,0.9
0.0,0.0,0.8,0.79,0.82,0.82,0.83,0.85,0.83,0.87,0.9,0.82,0.87,0.86,0.88
0.0,0.0,0.8,0.79,0.81,0.82,0.84,0.87,0.86,0.88,0.89,0.86,0.9,0.86,0.88
0.0,0.0,0.79,0.79,0.82,0.82,0.86,0.87,0.87,0.85,0.86,0.85,0.84,0.88,0.84
0.0,0.0,0.8,0.8,0.82,0.82,0.87,0.84,0.85,0.88,0.84,0.83,0.92,0.87,0.88
0.0,0.0,0.79,0.81,0.81,0.83,0.84,0.85,0.83,0.84,0.85,0.87,0.87,0.86,0.88
0.0,0.0,0.8,0.79,0.82,0.83,0.86,0.82,0.87,0.86,0.87,0.88,0.88,0.86,0.88
0.0,0.0,0.8,0.79,0.84,0.81,0.83,0.82,0.89,0.86,0.89,0.9,0.9,0.87,0.89
0.0,0.0,0.8,0.79,0.81,0.82,0.8,0.86,0.85,0.88,0.92,0.83,0.88,0.83,0.9
0.0,0.0,0.8,0.81,0.83,0.82,0.82,0.85,0.87,0.88,0.87,0.91,0.89,0.88,0.88
0.0,0.0,0.8,0.79,0.81,0.81,0.84,0.85,0.85,0.83,0.89,0.88,0.87,0.85,0.93
0.0,0.0,0.8,0.79,0.81,0.83,0.86,0.82,0.87,0.88,0.88,0.87,0.86,0.85,0.9
0.0,0.0,0.79,0.79,0.82,0.82,0.83,0.85,0.84,0.85,0.86,0.87,0.86,0.9,0.89
0.0,0.0,0.79,0.81,0.85,0.84,0.83,0.86,0.87,0.87,0.87,0.85,0.88,0.85,0.87
0.0,0.0,0.8,0.8,0.83,0.82,0.85,0.85,0.83,0.85,0.87,0.87,0.87,0.85,0.9
0.0,0.0,0.79,0.8,0.84,0.83,0.84,0.83,0.84,0.86,0.88,0.82,0.88,0.86,0.88
0.0,0.0,0.8,0.81,0.81,0.82,0.84,0.84,0.82,0.87,0.87,0.85,0.94,0.88,0.88
0.0,0.0,0.8,0.79,0.82,0.83,0.83,0.84,0.86,0.84,0.83,0.89,0.87,0.86,0.91
0.0,0.0,0.8,0.8,0.83,0.82,0.85,0.84,0.87,0.84,0.88,0.85,0.86,0.87,0.9
0.0,0.0,0.79,0.8,0.81,0.85,0.84,0.82,0.87,0.85,0.84,0.84,0.89,0.88,0.87
0.0,0.0,0.79,0.8,0.8,0.79,0.82,0.84,0.87,0.84,0.87,0.86,0.86,0.86,0.89
0.0,0.0,0.8,0.81,0.82,0.82,0.82,0.83,0.88,0.86,0.84,0.84,0.85,0.88,0.87
0.0,0.0,0.8,0.81,0.82,0.81,0.86,0.85,0.86,0.86,0.86,0.84,0.84,0.94,0.92
0.0,0.0,0.81,0.79,0.81,0.82,0.84,0.82,0.85,0.87,0.86,0.83,0.91,0.87,0.85
0.0,0.0,0.8,0.8,0.8,0.82,0.85,0.85,0.83,0.86,0.85,0.85,0.84,0.88,0.85
0.0,0.0,0.79,0.79,0.82,0.82,0.85,0.87,0.85,0.84,0.83,0.92,0.88,0.86,0.86
0.0,0.0,0.81,0.8,0.8,0.83,0.86,0.84,0.85,0.86,0.85,0.86,0.86,0.87,0.89
0.0,0.0,0.79,0.79,0.82,0.83,0.85,0.82,0.86,0.87,0.84,0.86,0.86,0.86,0.88
0.0,0.0,0.79,0.8,0.8,0.84,0.82,0.82,0.83,0.85,0.84,0.85,0.86,0.87,0.87
0.0,0.0,0.81,0.81,0.83,0.81,0.84,0.82,0.88,0.84,0.9,0.88,0.87,0.84,0.86
0.0,0.0,0.79,0.8,0.81,0.83,0.84,0.87,0.85,0.84,0.87,0.89,0.89,0.89,0.87
0.0,0.0,0.81,0.81,0.81,0.83,0.83,0.84,0.84,0.87,0.87,0.85,0.88,0.85,0.88
0.0,0.0,0.79,0.8,0.81,0.82,0.85,0.81,0.8,0.88,0.84,0.86,0.86,0.89,0.88
0.0,0.0,0.81,0.81,0.83,0.82,0.85,0.84,0.85,0.84,0.86,0.83,0.89,0.85,0.87
0.0,0.0,0.8,0.81,0.82,0.83,0.83,0.82,0.87,0.83,0.84,0.85,0.87,0.9,0.83
0.0,0.0,0.79,0.79,0.82,0.83,0.84,0.81,0.84,0.87,0.86,0.86,0.86,0.89,0.85
0.0,0.0,0.8,0.79,0.79,0.81,0.84,0.81,0.86,0.84,0.88,0.84,0.9,0.89,0.86
0.0,0.0,0.79,0.8,0.83,0.8,0.82,0.88,0.84,0.87,0.86,0.86,0.83,0.86,0.88
0.0,0.0,0.79,0.79,0.82,0.82,0.83,0.86,0.89,0.87,0.89,0.87,0.9,0.88,0.89
0.0,0.0,0.8,0.8,0.79,0.82,0.82,0.82,0.87,0.81,0.86,0.88,0.89,0.85,0.9
0.0,0.0,0.81,0.79,0.82,0.82,0.84,0.83,0.84,0.87,0.86,0.85,0.86,0.87,0.87
0.0,0.0,0.8,0.8,0.8,0.83,0.85,0.86,0.87,0.86,0.84,0.84,0.84,0.87,0.89
0.0,0.0,0.79,0.79,0.84,0.81,0.83,0.85,0.85,0.84,0.9,0.86,0.88,0.84,0.85
0.0,0.0,0.8,0.8,0.82,0.8,0.84,0.82,0.86,0.91,0.84,0.86,0.84,0.86,0.88
0.0,0.0,0.8,0.8,0.82,0.8,0.84,0.83,0.81,0.84,0.86,0.9,0.86,0.89,0.87
0.0,0.0,0.79,0.79,0.8,0.82,0.82,0.84,0.85,0.84,0.87,0.86,0.85,0.85,0.88
0.0,0.0,0.79,0.8,0.81,0.8,0.84,0.83,0.9,0.84,0.85,0.88,0.88,0.88,0.89
0.0,0.0,0.79,0.8,0.83,0.81,0.83,0.83,0.86,0.86,0.83,0.84,0.92,0.89,0.9
0.0,0.0,0.79,0.79,0.85,0.83,0.83,0.83,0.85,0.86,0.88,0.86,0.84,0.89,0.84
0.0,0.0,0.8,0.79,0.82,0.83,0.86,0.83,0.88,0.83,0.87,0.87,0.89,0.9,0.89
0.0,0.0,0.81,0.79,0.82,0.82,0.84,0.84,0.86,0.84,0.86,0.86,0.89,0.9,0.91
0.0,0.0,0.8,0.79,0.81,0.82,0.86,0.86,0.85,0.9,0.86,0.84,0.85,0.88,0.85
0.0,0.0,0.8,0.8,0.81,0.83,0.82,0.83,0.86,0.88,0.83,0.86,0.91,0.86,0.88
0.0,0.0,0.79,0.8,0.83,0.8,0.83,0.83,0.87,0.85,0.85,0.86,0.92,0.85,0.92
0.0,0.0,0.8,0.8,0.82,0.81,0.85,0.82,0.87,0.86,0.83,0.87,0.89,0.93,0.88
0.0,0.0,0.79,0.79,0.81,0.81,0.83,0.87,0.86,0.82,0.87,0.86,0.89,0.84,0.91
0.0,0.0,0.79,0.8,0.82,0.81,0.84,0.84,0.85,0.84,0.84,0.85,0.85,0.84,0.89
0.0,0.0,0.79,0.79,0.82,0.84,0.84,0.84,0.86,0.85,0.86,0.82,0.92,0.86,0.85
0.0,0.0,0.8,0.8,0.83,0.82,0.84,0.85,0.87,0.83,0.87,0.86,0.88,0.89,0.83
0.0,0.0,0.79,0.8,0.81,0.82,0.85,0.82,0.84,0.86,0.86,0.87,0.94,0.89,0.88
0.0,0.0,0.8,0.8,0.82,0.84,0.84,0.84,0.85,0.84,0.85,0.87,0.87,0.86,0.88
0.0,0.0,0.81,0.79,0.81,0.83,0.82,0.85,0.85,0.88,0.9,0.86,0.84,0.86,0.87
0.0,0.0,0.8,0.79,0.82,0.81,0.87,0.83,0.88,0.86,0.88,0.86,0.85,0.85,0.88
0.0,0.0,0.8,0.81,0.84,0.82,0.82,0.84,0.85,0.88,0.86,0.89,0.86,0.89,0.89
0.0,0.0,0.81,0.8,0.81,0.81,0.84,0.83,0.85,0.85,0.87,0.84,0.84,0.83,0.88
0.0,0.0,0.8,0.81,0.82,0.81,0.83,0.86,0.85,0.86,0.86,0.84,0.86,0.85,0.89
0.0,0.0,0.79,0.8,0.79,0.81,0.83,0.83,0.88,0.86,0.85,0.88,0.9,0.86,0.89
0.0,0.0,0.8,0.8,0.83,0.83,0.86,0.85,0.86,0.85,0.86,0.85,0.84,0.89,0.89
0.0,0.0,0.81,0.8,0.82,0.82,0.83,0.83,0.86,0.85,0.84,0.85,0.94,0.86,0.91
0.0,0.0,0.79,0.8,0.83,0.82,0.85,0.9,0.87,0.85,0.88,0.84,0.88,0.87,0.89
0.0,0.0,0.79,0.8,0.81,0.82,0.84,0.82,0.83,0.86,0.85,0.83,0.85,0.91,0.91
0.0,0.0,0.79,0.79,0.81,0.82,0.83,0.82,0.84,0.86,0.86,0.88,0.87,0.86,0.87
0.0,0.0,0.8,0.8,0.82,0.81,0.82,0.86,0.87,0.84,0.89,0.87,0.89,0.84,0.89
0.0,0.0,0.79,0.79,0.83,0.8,0.88,0.84,0.87,0.85,0.85,0.84,0.89,0.89,0.85
0.0,0.0,0.8,0.79,0.81,0.82,0.82,0.82,0.86,0.84,0.85,0.88,0.83,0.89,0.89
0.0,0.0,0.8,0.79,0.81,0.8,0.84,0.85,0.85,0.84,0.85,0.88,0.84,0.83,0.91
0.0,0.0,0.79,0.8,0.84,0.83,0.84,0.84,0.85,0.86,0.82,0.87,0.9,0.88,0.87
0.0,0.0,0.8,0.8,0.83,0.82,0.83,0.84,0.85,0.83,0.87,0.86,0.88,0.87,0.9
0.0,0.0,0.81,0.8,0.8,0.82,0.85,0.83,0.81,0.86,0.86,0.91,0.9,0.83,0.85
0.0,0.0,0.8,0.79,0.83,0.8,0.83,0.82,0.88,0.83,0.92,0.86,0.88,0.84,0.84
0.0,0.0,0.79,0.79,0.82,0.81,0.8,0.84,0.83,0.85,0.85,0.85,0.89,0.81,0.93
0.0,0.0,0.79,0.79,0.8,0.81,0.84,0.85,0.84,0.86,0.84,0.85,0.88,0.9,0.87
0.0,0.0,0.8,0.81,0.8,0.79,0.83,0.82,0.83,0.85,0.84,0.88,0.87,0.86,0.89
0.0,0.0,0.8,0.79,0.8,0.81,0.83,0.82,0.83,0.86,0.87,0.85,0.88,0.88,0.87
0.0,0.0,0.79,0.81,0.83,0.84,0.86,0.83,0.83,0.85,0.87,0.86,0.9,0.89,0.83
0.0,0.0,0.8,0.79,0.83,0.81,0.83,0.85,0.84,0.84,0.84,0.85,0.87,0.89,0.87
0.0,0.0,0.8,0.81,0.82,0.82,0.82,0.85,0.85,0.86,0.84,0.88,0.85,0.85,0.9
0.0,0.0,0.8,0.8,0.81,0.81,0.82,0.85,0.87,0.84,0.9,0.88,0.86,0.86,0.9
0.0,0.0,0.79,0.8,0.81,0.82,0.83,0.84,0.83,0.84,0.9,0.85,0.85,0.9,0.87
0.0,0.0,0.8,0.81,0.81,0.82,0.84,0.84,0.86,0.86,0.9,0.86,0.86,0.85,0.92
0.0,0.0,0.81,0.8,0.81,0.83,0.83,0.85,0.86,0.86,0.86,0.89,0.87,0.86,0.9
0.0,0.0,0.8,0.8,0.8,0.82,0.85,0.86,0.87,0.83,0.86,0.83,0.86,0.86,0.87
0.0,0.0,0.79,0.79,0.82,0.82,0.85,0.85,0.84,0.85,0.85,0.86,0.84,0.87,0.91
0.0,0.0,0.8,0.81,0.84,0.82,0.82,0.83,0.9,0.85,0.85,0.86,0.91,0.87,0.9
0.0,0.0,0.8,0.81,0.83,0.81,0.86,0.83,0.88,0.86,0.88,0.86,0.86,0.88,0.87
0.0,0.0,0.8,0.81,0.82,0.82,0.83,0.81,0.86,0.85,0.88,0.87,0.86,0.83,0.88
0.0,0.0,0.81,0.8,0.83,0.81,0.85,0.82,0.86,0.85,0.86,0.85,0.88,0.88,0.87
0.0,0.0,0.79,0.8,0.82,0.82,0.84,0.82,0.83,0.84,0.87,0.89,0.86,0.88,0.88
0.0,0.0,0.79,0.79,0.8,0.8,0.83,0.84,0.87,0.87,0.85,0.87,0.86,0.85,0.9
